id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
36448279,罗小黑战记2,,https://dou.img.lithub.cc/movie/36448279.jpg,2025-07-18(中国大陆),https://movie.douban.com/subject/36448279/,8.7,"动画,奇幻,冒险",4,,,2026-02-09 00:12:56,2025 / 中国大陆 / 动画 奇幻 冒险 / 木头 顾杰 / 山新 刘明月
37004561,有罪之身,,https://dou.img.lithub.cc/movie/37004561.jpg,2026-01-28(中国大陆),https://movie.douban.com/subject/37004561/,6.8,"剧情,犯罪",3,,,2026-02-04 10:44:05,2026 / 中国大陆 / 剧情 犯罪 / 王涛涛 / 魏大勋 孙千
36576581,牧神记 年番1,,https://dou.img.lithub.cc/movie/36576581.jpg,2024-10-27(中国大陆),https://movie.douban.com/subject/36576581/,8.9,"动画,奇幻,冒险",2,,,2026-02-03 18:19:56,2024 / 中国大陆 / 动画 奇幻 冒险 / 沈乐平 / 姚铭舜 李欣
36466382,人之初,,https://dou.img.lithub.cc/movie/36466382.jpg,2025-12-27(中国大陆),https://movie.douban.com/subject/36466382/,6.6,"剧情,悬疑,犯罪",3,,,2026-02-03 17:41:30,2025 / 中国大陆 / 剧情 悬疑 犯罪 / 李路 / 张若昀 马思纯
2156667,西游记续集,,https://dou.img.lithub.cc/movie/2156667.jpg,2000-02-08(中国大陆),https://movie.douban.com/subject/2156667/,9.2,"剧情,动作,奇幻",5,,,2026-01-30 12:10:29,2000 / 中国大陆 / 剧情 动作 奇幻 冒险 古装 / 杨洁 / 六小龄童 徐少华
2156663,西游记,,https://dou.img.lithub.cc/movie/2156663.jpg,1986-02(中国大陆),https://movie.douban.com/subject/2156663/,9.7,"剧情,动作,奇幻",5,,,2026-01-30 12:09:55,1986 / 中国大陆 / 剧情 动作 奇幻 冒险 古装 / 杨洁 / 六小龄童 迟重瑞
35382381,刺杀小说家2,,https://dou.img.lithub.cc/movie/35382381.jpg,2025-10-01(中国大陆),https://movie.douban.com/subject/35382381/,5.8,"动作,奇幻",2,,,2026-01-23 21:50:10,2025 / 中国大陆 / 动作 奇幻 / 路阳 / 邓超 董子健
26826330,刺杀小说家,,https://dou.img.lithub.cc/movie/26826330.jpg,2021-02-12(中国大陆),https://movie.douban.com/subject/26826330/,6.5,"动作,奇幻,冒险",3,,,2026-01-20 00:18:02,2021 / 中国大陆 / 动作 奇幻 冒险 / 路阳 / 雷佳音 杨幂
36904004,亲爱的X,,https://dou.img.lithub.cc/movie/36904004.jpg,2025-11-06(韩国),https://movie.douban.com/subject/36904004/,6.8,剧情,2,,,2026-01-19 19:07:30,2025 / 韩国 / 剧情 / 李应福 / 金裕贞 金永大
36600459,捕风追影,,https://dou.img.lithub.cc/movie/36600459.jpg,2025-08-16(中国大陆),https://movie.douban.com/subject/36600459/,8.1,"剧情,动作,犯罪",3,,,2026-01-17 23:19:54,2025 / 中国大陆 中国香港 / 剧情 动作 犯罪 / 杨子 / 成龙 张子枫
